Make,Model,Year,Style,Distance,Engine_capacity(cm3),Fuel_type,Transmission,Price(euro),Age,km_year,km_year1,shabby,euro_r
Toyota,C-HR,2017,Crossover,99800.0,1798.0,Hybrid,Automatic,18400.0,5,q4,19960.0,4990.0,3600.627450980392
Honda,CR-V,2015,Crossover,114000.0,1600.0,Diesel,Automatic,19599.0,7,q3,16286.0,7980.0,6133.3341176470585
Opel,Astra,2004,Universal,240000.0,1700.0,Diesel,Manual,2200.0,18,q2,13333.0,43200.0,3727.0588235294117
BMW,5 Series,2010,Sedan,298000.0,3000.0,Diesel,Automatic,10500.0,12,q4,24833.0,35760.0,14724.70588235294
Toyota,Avalon,2013,Sedan,185000.0,2499.0,Hybrid,Automatic,13999.0,9,q4,20556.0,16650.0,9140.523529411765
Nissan,Rare,1994,Hatchback,257000.0,1400.0,Petrol,Manual,400.0,28,q1,9179.0,71960.0,1128.7843137254902
Skoda,Fabia,2011,Microvan,184800.0,1200.0,Diesel,Manual,5300.0,11,q3,16800.0,20328.0,4225.035294117647
Skoda,Octavia,2004,Sedan,220000.0,1400.0,Petrol,Manual,3700.0,18,q2,12222.0,39600.0,5745.882352941177
Renault,Megane,2011,Universal,140000.0,1400.0,Petrol,Manual,5990.0,11,q2,12727.0,15400.0,3617.4901960784314
Audi,Q5,2012,Sedan,170000.0,200.0,Petrol,Automatic,14500.0,10,q3,17000.0,17000.0,9666.666666666666
Skoda,Fabia,2012,Universal,165000.0,1200.0,Diesel,Manual,5200.0,10,q3,16500.0,16500.0,3364.705882352941
Volkswagen,Transporter,1991,Minivan,11111.0,1900.0,Diesel,Manual,1300.0,31,q1,358.0,3444.41,175.5973725490196
Volvo,XC90,2011,Roadster,144000.0,2400.0,Diesel,Automatic,18500.0,11,q2,13091.0,15840.0,11491.764705882353
BMW,X5,2014,SUV,186000.0,2000.0,Diesel,Automatic,25500.0,8,q4,23250.0,14880.0,14880.0
Lexus,RX Series,2011,SUV,242000.0,3500.0,Hybrid,Automatic,20200.0,11,q4,22000.0,26620.0,21087.21568627451
Audi,Q7,2012,SUV,170000.0,3000.0,Diesel,Automatic,28900.0,10,q3,17000.0,17000.0,19266.666666666668
Ford,Rare,1988,Universal,91200.0,1954.0,Petrol,Manual,450.0,34,q1,2682.0,31008.0,547.2
Audi,A4,1996,Hatchback,250000.0,1800.0,Petrol,Manual,2150.0,26,q1,9615.0,65000.0,5480.392156862745
Peugeot,307,2008,Hatchback,102850.0,1600.0,Metan/Propan,Automatic,7777.0,14,q1,7346.0,14399.0,4391.412666666667
Volkswagen,Golf,2013,Hatchback,215000.0,1400.0,Petrol,Automatic,9350.0,9,q4,23889.0,19350.0,7095.0
Vaz,2107,1990,Sedan,76691.0,1450.0,Petrol,Manual,11500.0,32,q1,2397.0,24541.12,11067.563921568628
Volkswagen,Passat,2006,Universal,231584.0,1600.0,Petrol,Automatic,4800.0,16,q3,14474.0,37053.44,6974.765176470588
Audi,Q5,2010,Crossover,180000.0,3200.0,Petrol,Automatic,12500.0,12,q3,15000.0,21600.0,10588.235294117647
Volkswagen,Golf,2011,Hatchback,185200.0,1400.0,Petrol,Manual,5700.0,11,q3,16836.0,20372.0,4553.7411764705885
Volkswagen,Passat,2017,Sedan,77000.0,1800.0,Petrol,Automatic,9800.0,5,q3,15400.0,3850.0,1479.6078431372548
Dacia,Lodgy,2012,Minivan,194000.0,1500.0,Diesel,Manual,6500.0,10,q4,19400.0,19400.0,4945.098039215686
Dacia,Logan,2015,Sedan,165000.0,1200.0,Metan/Propan,Manual,2450.0,7,q4,23571.0,11550.0,1109.7058823529412
Ford,Rare,2006,Minivan,190000.0,1800.0,Petrol,Manual,3700.0,16,q2,11875.0,30400.0,4410.980392156863
Hyundai,Sonata,2012,Sedan,120000.0,2000.0,Petrol,Automatic,6000.0,10,q2,12000.0,12000.0,2823.529411764706
Peugeot,Rare,2007,Universal,120000.0,1400.0,Petrol,Manual,2000.0,15,q1,8000.0,18000.0,1411.764705882353
Lexus,GS Series,2001,Sedan,268000.0,3000.0,Metan/Propan,Automatic,4999.0,21,q2,12762.0,56280.0,11033.08705882353
Renault,Megane,2012,Universal,178000.0,1499.0,Diesel,Manual,5999.0,10,q3,17800.0,17800.0,4187.537254901961
Opel,Astra,1994,Hatchback,200000.0,1400.0,Petrol,Manual,400.0,28,q1,7143.0,56000.0,878.4313725490196
Skoda,Superb,2016,Sedan,162849.0,2000.0,Diesel,Automatic,14999.0,6,q4,27142.0,9770.94,5747.228590588235
Vaz,Rare,1973,Sedan,139000.0,1200.0,Petrol,Manual,4500.0,49,q1,2837.0,68110.0,12019.411764705883
Renault,Kadjar,2016,Crossover,150001.0,1500.0,Diesel,Manual,12900.0,6,q4,25000.0,9000.06,4552.971529411765
Dacia,Logan Mcv,2014,Universal,100600.0,1149.0,Metan/Propan,Manual,6500.0,8,q2,12575.0,8048.0,2051.450980392157
Renault,Grand Scenic,2012,Minivan,290000.0,1500.0,Diesel,Automatic,6400.0,10,q4,29000.0,29000.0,7278.431372549019
Toyota,Rare,2005,Hatchback,172000.0,1000.0,Metan/Propan,Manual,3000.0,17,q1,10118.0,29240.0,3440.0
Renault,Kadjar,2015,Crossover,111058.0,1500.0,Diesel,Manual,12650.0,7,q3,15865.0,7774.06,3856.5434901960784
Volkswagen,Transporter,1993,Minivan,111111.0,1900.0,Diesel,Manual,2600.0,29,q1,3831.0,32222.19,3285.3997647058823
Seat,Rare,2012,Minivan,135000.0,1400.0,Petrol,Manual,6200.0,10,q2,13500.0,13500.0,3282.3529411764707
Skoda,Fabia,2009,Hatchback,200000.0,1200.0,Petrol,Manual,3400.0,13,q3,15385.0,26000.0,3466.6666666666665
Volvo,XC90,2018,Crossover,58550.0,2000.0,Petrol,Automatic,30000.0,4,q3,14638.0,2342.0,2755.294117647059
Nissan,Rare,2008,Pickup,220000.0,2500.0,Diesel,Manual,6700.0,14,q3,15714.0,30800.0,8092.549019607844
Renault,Scenic,2004,Minivan,250000.0,1500.0,Diesel,Manual,1050.0,18,q2,13889.0,45000.0,1852.9411764705883
BMW,X5,2008,SUV,265000.0,3000.0,Diesel,Automatic,9700.0,14,q4,18929.0,37100.0,14112.549019607843
Audi,A6,2013,Universal,240000.0,2000.0,Diesel,Automatic,15500.0,9,q4,26667.0,21600.0,13129.411764705883
Dacia,Duster,2016,Pickup,110000.0,1500.0,Diesel,Manual,10000.0,6,q3,18333.0,6600.0,2588.235294117647
Toyota,Rav 4,2003,SUV,280000.0,2000.0,Diesel,Manual,4699.0,19,q3,14737.0,53200.0,9803.403921568628
Skoda,Superb,2008,Sedan,230000.0,1400.0,Petrol,Manual,7800.0,14,q3,16429.0,32200.0,9849.411764705883
BMW,X6,2011,SUV,158000.0,3000.0,Petrol,Automatic,21000.0,11,q2,14364.0,17380.0,14312.941176470587
Lincoln,Rare,1988,Sedan,50000.0,5000.0,Petrol,Automatic,3000.0,34,q1,1471.0,17000.0,2000.0
Volkswagen,Rare,2007,Hatchback,270000.0,1422.0,Diesel,Manual,2399.0,15,q3,18000.0,40500.0,3810.176470588235
Ford,Fiesta,2008,Hatchback,163000.0,1400.0,Diesel,Manual,2599.0,14,q2,11643.0,22820.0,2325.8501960784315
Hyundai,Tucson,2014,Crossover,123000.0,2000.0,Diesel,Automatic,9599.0,8,q3,15375.0,9840.0,3704.084705882353
Audi,A6,2010,Sedan,190000.0,2000.0,Diesel,Automatic,7499.0,12,q3,15833.0,22800.0,6704.988235294118
BMW,3 Series,1997,Sedan,190000.0,1800.0,Petrol,Manual,1850.0,25,q1,7600.0,47500.0,3446.078431372549
Honda,Accord,1998,Sedan,123000.0,2000.0,Petrol,Manual,1300.0,24,q1,5125.0,29520.0,1504.9411764705883
Mercedes,C Class,2007,Sedan,190000.0,2200.0,Diesel,Manual,4500.0,15,q2,12667.0,28500.0,5029.411764705882
Mazda,Rare,2008,Hatchback,187000.0,1400.0,Diesel,Manual,2700.0,14,q2,13357.0,26180.0,2772.0
Daihatsu,Rare,2007,Hatchback,102000.0,1299.0,Petrol,Manual,3600.0,15,q1,6800.0,15300.0,2160.0
Mazda,626,1992,Hatchback,280000.0,1780.0,Petrol,Manual,500.0,30,q1,9333.0,84000.0,1647.0588235294117
Ford,Kuga,2017,Crossover,121000.0,1500.0,Diesel,Manual,13990.0,5,q4,24200.0,6050.0,3319.1960784313724
Ford,Kuga,2017,Crossover,134000.0,1500.0,Diesel,Automatic,15350.0,5,q4,26800.0,6700.0,4033.1372549019607
Renault,Megane,2006,Universal,186000.0,1500.0,Diesel,Manual,3750.0,16,q2,11625.0,29760.0,4376.470588235294
Ford,Kuga,2017,Crossover,119000.0,1500.0,Diesel,Manual,13990.0,5,q4,23800.0,5950.0,3264.3333333333335
Ford,Kuga,2017,Crossover,149000.0,1500.0,Diesel,Automatic,14990.0,5,q4,29800.0,7450.0,4379.431372549019
Nissan,Primera,1993,Sedan,300000.0,2000.0,Petrol,Manual,2500.0,29,q2,10345.0,87000.0,8529.411764705883
Opel,Astra,2008,Universal,150000.0,1300.0,Diesel,Manual,4200.0,14,q2,10714.0,21000.0,3458.823529411765
Mercedes,M Class,2008,SUV,300060.0,3000.0,Diesel,Automatic,7777.0,14,q4,21433.0,42008.4,12811.738305882353
Hyundai,Getz,2005,Hatchback,20010.0,1500.0,Diesel,Manual,2790.0,17,q1,1177.0,3401.7,372.186
Renault,Laguna,2009,Universal,170000.0,1500.0,Diesel,Manual,2250.0,13,q2,13077.0,22100.0,1950.0
Opel,Zafira,2009,Minivan,200500.0,1600.0,Metan/Propan,Manual,6450.0,13,q3,15423.0,26065.0,6592.911764705882
BMW,5 Series,1999,Sedan,350000.0,2000.0,Petrol,Manual,4250.0,23,q3,15217.0,80500.0,13416.666666666666
BMW,7 Series,2004,Sedan,260000.0,3000.0,Diesel,Automatic,10500.0,18,q2,14444.0,46800.0,19270.58823529412
Opel,Combo,2006,Minivan,200000.0,1300.0,Diesel,Manual,2500.0,16,q2,12500.0,32000.0,3137.2549019607845
Opel,Astra,2010,Universal,193000.0,1900.0,Diesel,Automatic,2999.0,12,q3,16083.0,23160.0,2723.7976470588237
Mitsubishi,Rare,1996,Hatchback,300000.0,1300.0,Petrol,Manual,1150.0,26,q2,11538.0,78000.0,3517.6470588235293
Opel,Zafira,2002,Minivan,250000.0,1798.0,Petrol,Manual,3500.0,20,q2,12500.0,50000.0,6862.745098039216
Toyota,Avensis Verso,2002,Minivan,288000.0,2000.0,Diesel,Manual,3900.0,20,q2,14400.0,57600.0,8809.411764705883
Renault,Rare,2014,Crossover,146000.0,1461.0,Diesel,Automatic,9199.0,8,q3,18250.0,11680.0,4213.50274509804
Ford,Fusion,2018,Sedan,75000.0,1500.0,Petrol,Automatic,13900.0,4,q3,18750.0,3000.0,1635.2941176470588
Renault,Grand Scenic,2013,Universal,198000.0,1461.0,Diesel,Manual,6800.0,9,q4,22000.0,17820.0,4752.0
Toyota,Yaris,2006,Hatchback,201200.0,1396.0,Diesel,Manual,4500.0,16,q2,12575.0,32192.0,5680.941176470588
Porsche,Cayenne,2010,Crossover,210000.0,3000.0,Diesel,Automatic,26900.0,12,q3,17500.0,25200.0,26583.529411764706
Mitsubishi,Rare,2001,SUV,290000.0,3500.0,Petrol,Automatic,6350.0,21,q2,13810.0,60900.0,15165.29411764706
Ford,Fusion,2013,Sedan,210795.0,2000.0,Plug-in Hybrid,Automatic,10999.0,9,q4,23422.0,18971.55,8183.0619
BMW,5 Series,2015,Sedan,110000.0,2000.0,Petrol,Automatic,16999.0,7,q3,15714.0,7700.0,5133.03137254902
Renault,Megane,2017,Hatchback,201000.0,1500.0,Diesel,Manual,9990.0,5,q4,40200.0,10050.0,3937.235294117647
Volvo,Rare,2006,Sedan,259237.0,2400.0,Diesel,Automatic,6000.0,16,q3,16202.0,41477.92,9759.510588235295
Volkswagen,Passat,2009,Universal,299000.0,1400.0,Metan/Propan,Manual,4997.0,13,q4,23000.0,38870.0,7616.995686274509
Renault,Megane,2005,Sedan,240000.0,1400.0,Petrol,Manual,2400.0,17,q2,14118.0,40800.0,3840.0
Audi,A6,2010,Sedan,255000.0,2700.0,Diesel,Automatic,7200.0,12,q4,21250.0,30600.0,8640.0
Audi,A6,2013,Sedan,146600.0,2000.0,Petrol,Automatic,15500.0,9,q3,16289.0,13194.0,8019.882352941177
BMW,5 Series,2013,Sedan,197000.0,200.0,Diesel,Automatic,21500.0,9,q4,21889.0,17730.0,14948.823529411764
Renault,Grand Scenic,2011,Minivan,189000.0,1500.0,Diesel,Manual,6300.0,11,q3,17182.0,20790.0,5136.35294117647
Dacia,Sandero,2011,Hatchback,152000.0,1200.0,Petrol,Manual,3999.0,11,q2,13818.0,16720.0,2622.089411764706
BMW,7 Series,1998,Sedan,438000.0,2800.0,Petrol,Automatic,5800.0,24,q3,18250.0,105120.0,23909.647058823528
Opel,Meriva,2010,Minivan,215300.0,1300.0,Diesel,Manual,5200.0,12,q3,17942.0,25836.0,5268.517647058824
Mitsubishi,Rare,1999,Minivan,235000.0,1300.0,Petrol,Manual,1370.0,23,q1,10217.0,54050.0,2903.8627450980393
Skoda,Superb,2013,Universal,190000.0,1800.0,Petrol,Automatic,10999.0,9,q4,21111.0,17100.0,7375.8
BMW,3 Series,1993,Sedan,255000.0,1600.0,Petrol,Manual,1800.0,29,q1,8793.0,73950.0,5220.0
KIA,Sportage,2017,Crossover,51000.0,2000.0,Petrol,Automatic,14500.0,5,q1,10200.0,2550.0,1450.0
Skoda,Fabia,2019,Universal,45000.0,999.0,Petrol,Manual,7800.0,3,q3,15000.0,1350.0,412.94117647058823
Toyota,Avalon,2013,Sedan,240000.0,2500.0,Hybrid,Automatic,14600.0,9,q4,26667.0,21600.0,12367.058823529413
BMW,Rare,2015,Crossover,108000.0,1986.0,Petrol,Automatic,24500.0,7,q3,15429.0,7560.0,7263.529411764706
Renault,Scenic,2006,Hatchback,227000.0,1500.0,Diesel,Manual,3600.0,16,q2,14188.0,36320.0,5127.529411764706
Renault,Scenic,2004,Hatchback,210450.0,1500.0,Diesel,Manual,2600.0,18,q2,11692.0,37881.0,3862.3764705882354
Opel,Astra,2007,Universal,280000.0,1600.0,Metan/Propan,Manual,3800.0,15,q3,18667.0,42000.0,6258.823529411765
Mazda,626,1996,Hatchback,189000.0,1600.0,Petrol,Manual,750.0,26,q1,7269.0,49140.0,1445.2941176470588
Mazda,3,2006,Sedan,145000.0,1600.0,Petrol,Manual,3000.0,16,q1,9062.0,23200.0,2729.4117647058824
Mercedes,C Class,1999,Sedan,343000.0,1800.0,Petrol,Manual,3100.0,23,q3,14913.0,78890.0,9590.549019607843
Mazda,626,2001,Sedan,146000.0,1800.0,Petrol,Automatic,1300.0,21,q1,6952.0,30660.0,1563.0588235294117
Mercedes,E Class,2010,Sedan,333000.0,2197.0,Diesel,Manual,10900.0,12,q4,27750.0,39960.0,17080.941176470587
Lexus,Rare,2019,Crossover,24000.0,2000.0,Hybrid,Automatic,26999.0,3,q1,8000.0,720.0,762.324705882353
Skoda,Rare,2005,Universal,132000.0,1400.0,Petrol,Manual,2550.0,17,q1,7765.0,22440.0,2244.0
BMW,X3,2015,SUV,133000.0,1995.0,Diesel,Automatic,22900.0,7,q4,19000.0,9310.0,8360.745098039215
BMW,7 Series,2001,Sedan,11111.0,3000.0,Diesel,Automatic,1350.0,21,q1,529.0,2333.31,123.52817647058824
Peugeot,Rare,2007,Sedan,220000.0,2200.0,Petrol,Automatic,3000.0,15,q3,14667.0,33000.0,3882.3529411764707
Mazda,Rare,2002,Universal,280000.0,1800.0,Metan/Propan,Manual,3300.0,20,q2,14000.0,56000.0,7247.058823529412
Skoda,Superb,2006,Sedan,200000.0,1900.0,Diesel,Manual,3800.0,16,q2,12500.0,32000.0,4768.6274509803925
Dacia,Logan Mcv,2017,Universal,1111.0,900.0,Metan/Propan,Manual,2400.0,5,q1,222.0,55.55,5.228235294117647
Toyota,Camry,2012,Sedan,160000.0,2500.0,Petrol,Automatic,12900.0,10,q3,16000.0,16000.0,8094.117647058823
Lexus,RX Series,2010,SUV,130000.0,3000.0,Hybrid,Automatic,14500.0,12,q2,10833.0,15600.0,8870.588235294117
Volkswagen,Rare,2012,SUV,110000.0,2500.0,Diesel,Manual,11000.0,10,q2,11000.0,11000.0,4745.098039215686
Renault,Kangoo,2009,Minivan,150000.0,1500.0,Diesel,Manual,3500.0,13,q2,11538.0,19500.0,2676.470588235294
Renault,Grand Scenic,2011,Minivan,240000.0,1500.0,Diesel,Manual,5699.0,11,q4,21818.0,26400.0,5900.141176470588
Ford,Rare,1993,Sedan,87650.0,1300.0,Petrol,Manual,700.0,29,q1,3022.0,25418.5,697.7627450980392
Toyota,Avensis,1999,Sedan,371000.0,1600.0,Metan/Propan,Manual,4950.0,23,q3,16130.0,85330.0,16564.058823529413
Fiat,Rare,2015,Coupe,90000.0,1400.0,Petrol,Automatic,7200.0,7,q2,12857.0,6300.0,1778.8235294117646
Rare,Rare,2015,Coupe,90000.0,1400.0,Petrol,Automatic,7200.0,7,q2,12857.0,6300.0,1778.8235294117646
Volkswagen,Passat,1993,Sedan,242761.0,1800.0,Petrol,Manual,1100.0,29,q1,8371.0,70400.69,3036.8925098039217
Volkswagen,Caddy,2011,Universal,123000.0,1600.0,Diesel,Manual,3700.0,11,q2,11182.0,13530.0,1963.1764705882354
Citroen,Rare,2016,Hatchback,12000.0,1400.0,Diesel,Manual,4900.0,6,q1,2000.0,720.0,138.35294117647058
Volkswagen,Rare,2004,Sedan,132500.0,2000.0,Petrol,Manual,1500.0,18,q1,7361.0,23850.0,1402.9411764705883
Toyota,Avensis,2009,Sedan,145000.0,1800.0,Petrol,Manual,5200.0,13,q2,11154.0,18850.0,3843.921568627451
Renault,Megane,2016,Universal,144200.0,1500.0,Diesel,Manual,9250.0,6,q4,24033.0,8652.0,3138.470588235294
Audi,A4,2007,Universal,19000.0,200.0,Diesel,Manual,3800.0,15,q1,1267.0,2850.0,424.70588235294116
Seat,Ibiza,2004,Hatchback,123000.0,1400.0,Petrol,Manual,2000.0,18,q1,6833.0,22140.0,1736.4705882352941
Hyundai,Santa FE,2015,SUV,120000.0,2200.0,Diesel,Automatic,15000.0,7,q3,17143.0,8400.0,4941.176470588235
Volkswagen,Passat,2013,Sedan,123000.0,1800.0,Petrol,Automatic,6200.0,9,q2,13667.0,11070.0,2691.529411764706
Volvo,XC90,2011,SUV,180000.0,2400.0,Diesel,Manual,11300.0,11,q3,16364.0,19800.0,8774.117647058823
Volkswagen,Jetta,2016,Sedan,12000.0,2000.0,Petrol,Automatic,6700.0,6,q1,2000.0,720.0,189.1764705882353
Peugeot,Rare,2008,Universal,75000.0,1400.0,Petrol,Manual,2600.0,14,q1,5357.0,10500.0,1070.5882352941176
Land Rover,Freelander,2006,Crossover,223000.0,2000.0,Diesel,Manual,3600.0,16,q2,13938.0,35680.0,5037.176470588235
Opel,Insignia,2012,Universal,170000.0,1400.0,Metan/Propan,Manual,8200.0,10,q3,17000.0,17000.0,5466.666666666667
Renault,Scenic,2004,Hatchback,210300.0,1500.0,Diesel,Manual,2400.0,18,q2,11683.0,37854.0,3562.7294117647057
Mazda,Rare,2005,Minivan,180100.0,2000.0,Petrol,Manual,4800.0,17,q2,10594.0,30617.0,5763.2
Dacia,Duster,2013,SUV,130000.0,1461.0,Diesel,Manual,7800.0,9,q2,14444.0,11700.0,3578.823529411765
Toyota,Corolla Verso,2007,Minivan,135000.0,2000.0,Diesel,Automatic,4800.0,15,q1,9000.0,20250.0,3811.764705882353
Toyota,Auris,2013,Hatchback,99000.0,1400.0,Diesel,Manual,8200.0,9,q2,11000.0,8910.0,2865.176470588235
Toyota,Avensis,2005,Sedan,300000.0,1800.0,Petrol,Manual,5000.0,17,q3,17647.0,51000.0,10000.0
BMW,3 Series,2015,Sedan,120000.0,2000.0,Petrol,Automatic,11700.0,7,q3,17143.0,8400.0,3854.1176470588234
Volvo,XC60,2017,SUV,140000.0,2400.0,Diesel,Automatic,24350.0,5,q4,28000.0,7000.0,6684.313725490196
Mercedes,Viano,2004,Minivan,288000.0,2200.0,Diesel,Automatic,8600.0,18,q3,16000.0,51840.0,17483.29411764706
Mercedes,C Class,2005,Sedan,270000.0,1800.0,Petrol,Automatic,6000.0,17,q3,15882.0,45900.0,10800.0
Audi,A6,2005,Sedan,294657.0,3000.0,Diesel,Automatic,9700.0,17,q3,17333.0,50091.69,19054.486
Volkswagen,Sharan,2012,Minivan,100800.0,1396.0,Petrol,Automatic,13200.0,10,q1,10080.0,10080.0,5217.882352941177
Volkswagen,Rare,2017,Pickup,100000.0,2998.0,Diesel,Automatic,31500.0,5,q4,20000.0,5000.0,6176.470588235294
Volvo,XC60,2012,Crossover,170000.0,2400.0,Diesel,Automatic,17500.0,10,q3,17000.0,17000.0,11666.666666666666
Renault,Megane,2017,Universal,217000.0,1500.0,Diesel,Manual,11500.0,5,q4,43400.0,10850.0,4893.137254901961
Mercedes,M Class,2008,SUV,256854.0,3200.0,Diesel,Automatic,6999.0,14,q3,18347.0,35959.56,9869.841585882354
Audi,A6,2012,Sedan,214000.0,2800.0,Petrol,Automatic,13800.0,10,q4,21400.0,21400.0,11581.176470588236
Honda,CR-V,2018,SUV,33000.0,1500.0,Petrol,Automatic,17800.0,4,q1,8250.0,1320.0,921.4117647058823
BMW,X3,2014,SUV,190000.0,200.0,Diesel,Automatic,20000.0,8,q4,23750.0,15200.0,11921.56862745098
Rare,Rare,2008,Minivan,123000.0,1800.0,Petrol,Automatic,2800.0,14,q1,8786.0,17220.0,1890.8235294117646
Volkswagen,Jetta,2013,Sedan,250000.0,1400.0,Hybrid,Automatic,7300.0,9,q4,27778.0,22500.0,6441.176470588235
Toyota,Rav 4,2007,Crossover,136000.0,2200.0,Diesel,Manual,5900.0,15,q1,9067.0,20400.0,4720.0
Nissan,X-Trail,2017,Crossover,21000.0,1600.0,Diesel,Manual,10500.0,5,q1,4200.0,1050.0,432.3529411764706
Ford,Fusion,2013,Sedan,129000.0,1499.0,Petrol,Automatic,8299.0,9,q2,14333.0,11610.0,3778.485882352941
Toyota,Auris,2008,Hatchback,240000.0,1400.0,Diesel,Manual,5100.0,14,q3,17143.0,33600.0,6720.0
Mercedes,E Class,2016,Sedan,96000.0,1950.0,Diesel,Automatic,37900.0,6,q3,16000.0,5760.0,8560.941176470587
Vaz,2107,2010,Sedan,54500.0,1600.0,Petrol,Manual,2600.0,12,q1,4542.0,6540.0,666.8235294117648
BMW,X5,2008,SUV,140000.0,3000.0,Diesel,Automatic,10000.0,14,q1,10000.0,19600.0,7686.274509803921
Toyota,Auris,2016,Universal,200000.0,1400.0,Diesel,Manual,9200.0,6,q4,33333.0,12000.0,4329.411764705882
Fiat,Rare,2005,Hatchback,190000.0,1108.0,Petrol,Manual,2500.0,17,q2,11176.0,32300.0,3166.6666666666665
Mitsubishi,Rare,2011,SUV,190000.0,2000.0,Petrol,Automatic,8400.0,11,q3,17273.0,20900.0,6884.705882352941
BMW,7 Series,2004,Sedan,20000.0,3500.0,Metan/Propan,Automatic,6750.0,18,q1,1111.0,3600.0,952.9411764705883
Skoda,Superb,2011,Sedan,106400.0,1400.0,Petrol,Manual,8000.0,11,q1,9673.0,11704.0,3671.843137254902
Opel,Insignia,2012,Sedan,95500.0,2000.0,Diesel,Automatic,10900.0,10,q1,9550.0,9550.0,4082.156862745098
Renault,Grand Scenic,2010,Universal,205000.0,1300.0,Diesel,Automatic,5500.0,12,q3,17083.0,24600.0,5305.882352941177
Chrysler,Rare,2001,Universal,190000.0,2000.0,Metan/Propan,Automatic,3700.0,21,q1,9048.0,39900.0,5789.411764705882
Renault,Scenic,2010,Hatchback,210635.0,1500.0,Diesel,Manual,5700.0,12,q3,17553.0,25276.2,5649.974117647059
Renault,Scenic,2010,Minivan,223215.0,1500.0,Diesel,Manual,5650.0,12,q3,18601.0,26785.8,5934.89294117647
Toyota,Rare,2012,Hatchback,85000.0,1000.0,Petrol,Automatic,2900.0,10,q1,8500.0,8500.0,966.6666666666666
Hyundai,Rare,1997,Hatchback,123000.0,1000.0,Petrol,Manual,999.0,25,q1,4920.0,30750.0,1204.6764705882354
Opel,Zafira,2004,Minivan,121000.0,1700.0,Diesel,Manual,2200.0,18,q1,6722.0,21780.0,1879.0588235294117
Toyota,Rare,2012,Universal,74000.0,1800.0,Hybrid,Automatic,6300.0,10,q1,7400.0,7400.0,1828.235294117647
Mitsubishi,Outlander,2013,Crossover,25000.0,2000.0,Plug-in Hybrid,Automatic,8800.0,9,q1,2778.0,2250.0,776.4705882352941
Toyota,Auris,2007,Hatchback,189000.0,1600.0,Petrol,Automatic,4200.0,15,q2,12600.0,28350.0,4669.411764705882
Citroen,Berlingo,2007,Universal,123500.0,1400.0,Petrol,Manual,1900.0,15,q1,8233.0,18525.0,1380.2941176470588
Nissan,Juke,2011,Crossover,16500.0,1500.0,Diesel,Manual,7900.0,11,q1,1500.0,1815.0,562.2941176470588
Skoda,Fabia,2016,Universal,122000.0,1400.0,Diesel,Manual,6599.0,6,q4,20333.0,7320.0,1894.3011764705882
Audi,100,1990,Sedan,130000.0,2300.0,Petrol,Manual,2200.0,32,q1,4062.0,41600.0,3589.0196078431372
Renault,Scenic,2010,Minivan,231601.0,1500.0,Diesel,Manual,5800.0,12,q4,19300.0,27792.12,6321.3449411764705
KIA,Sorento,2007,SUV,110000.0,2500.0,Diesel,Automatic,13000.0,15,q1,7333.0,16500.0,8411.764705882353
Volkswagen,Caddy,2017,Minivan,136000.0,2000.0,Diesel,Manual,9800.0,5,q4,27200.0,6800.0,2613.3333333333335
Volkswagen,Golf,2008,Universal,225000.0,1600.0,Metan/Propan,Manual,5300.0,14,q3,16071.0,31500.0,6547.058823529412
Mercedes,Rare,2013,Minivan,189842.0,1490.0,Diesel,Manual,7250.0,9,q4,21094.0,17085.78,4857.7217647058815
Renault,Grand Scenic,2012,Minivan,196000.0,1461.0,Diesel,Manual,8100.0,10,q4,19600.0,19600.0,6225.882352941177
Toyota,Auris,2017,Hatchback,161000.0,1400.0,Diesel,Manual,10200.0,5,q4,32200.0,8050.0,3220.0
Volkswagen,Passat,2004,Sedan,233000.0,1800.0,Petrol,Manual,4200.0,18,q2,12944.0,41940.0,6907.764705882353
Toyota,Land Cruiser,2002,SUV,299000.0,4700.0,Metan/Propan,Automatic,15999.0,20,q3,14950.0,59800.0,37519.22352941176
Lexus,CT Series,2012,Hatchback,177777.0,1798.0,Hybrid,Automatic,10999.0,10,q3,17778.0,17777.7,7668.114600000001
Ford,Fusion,2017,Sedan,106000.0,2000.0,Plug-in Hybrid,Automatic,14500.0,5,q4,21200.0,5300.0,3013.725490196078
Vaz,2107,1988,Hatchback,15000.0,1500.0,Petrol,Manual,17000.0,34,q1,441.0,5100.0,3400.0
Volkswagen,Caddy,2011,Combi,223140.0,1600.0,Diesel,Manual,6850.0,11,q4,20285.0,24545.4,6593.568235294118
Ford,Mondeo,2015,Universal,179200.0,1499.0,Diesel,Manual,10750.0,7,q4,25600.0,12544.0,5288.156862745098
Mitsubishi,Rare,2006,SUV,155000.0,3497.0,Petrol,Automatic,7600.0,16,q1,9688.0,24800.0,7391.3725490196075
KIA,Sorento,2017,Crossover,124000.0,2000.0,Diesel,Automatic,20000.0,5,q4,24800.0,6200.0,4862.745098039216
Toyota,Avensis,2010,Sedan,220000.0,1800.0,Petrol,Manual,7499.0,12,q3,18333.0,26400.0,7763.670588235294
Renault,Kangoo,1999,Minivan,200000.0,1900.0,Diesel,Manual,750.0,23,q1,8696.0,46000.0,1352.9411764705883
Dacia,Logan Mcv,2011,Universal,202915.0,1598.0,Metan/Propan,Manual,4700.0,11,q3,18447.0,22320.65,4114.002156862745
