Year,Distance,Engine_capacity(cm3),Price(euro),Age,km_year1,shabby,euro_r,Style_Cabriolet,Style_Combi,Style_Coupe,Style_Crossover,Style_Hatchback,Style_Microvan,Style_Minivan,Style_Pickup,Style_Roadster,Style_SUV,Style_Sedan,Style_Universal,Fuel_type_Diesel,Fuel_type_Electric,Fuel_type_Hybrid,Fuel_type_Metan/Propan,Fuel_type_Petrol,Fuel_type_Plug-in Hybrid,Transmission_Automatic,Transmission_Manual,km_year_q1,km_year_q2,km_year_q3,km_year_q4
2017,57000.0,3000.0,55999.0,5,11400.0,2850.0,6258.711764705882,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
2016,163000.0,1500.0,12399.0,6,27167.0,9780.0,4755.381176470588,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2015,187000.0,2500.0,22499.0,7,26714.0,13090.0,11549.486666666666,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
2010,127000.0,3000.0,24999.0,12,10583.0,15240.0,14940.578823529411,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
2017,64000.0,2000.0,35999.0,5,12800.0,3200.0,4517.521568627451,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
2013,146000.0,2000.0,18499.0,9,16222.0,13140.0,9532.425882352942,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
2016,118000.0,3000.0,44999.0,6,19667.0,7080.0,12493.84,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
2013,146000.0,3000.0,34999.0,9,16222.0,13140.0,18034.77882352941,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
2010,131000.0,1300.0,6499.0,12,10917.0,15720.0,4006.4423529411765,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
2011,162000.0,3000.0,17499.0,11,14727.0,17820.0,12228.71294117647,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
2011,76000.0,1800.0,14999.0,11,6909.0,8360.0,4917.319215686274,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2006,160000.0,3000.0,14999.0,16,10000.0,25600.0,15057.819607843137,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2017,108000.0,2000.0,38999.0,5,21600.0,5400.0,8258.611764705882,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
2017,138000.0,2000.0,23999.0,5,27600.0,6900.0,6493.84705882353,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
2016,136000.0,4700.0,54999.0,6,22667.0,8160.0,17599.68,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
2018,71000.0,3000.0,78999.0,4,17750.0,2840.0,8798.32,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
2016,56000.0,2000.0,40999.0,6,9333.0,3360.0,5402.221176470588,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0
2016,143000.0,2200.0,23999.0,6,23833.0,8580.0,8074.957647058824,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2013,229000.0,2200.0,17499.0,9,25444.0,20610.0,14143.309411764705,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
2016,102000.0,2000.0,24999.0,6,17000.0,6120.0,5999.76,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
2015,29000.0,4600.0,46999.0,7,4143.0,2030.0,3741.489019607843,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2019,19000.0,1400.0,18999.0,3,6333.0,570.0,424.6835294117647,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0
2012,171000.0,3000.0,32999.0,10,17100.0,17100.0,22128.741176470587,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
2016,40000.0,1600.0,19999.0,6,6667.0,2400.0,1882.2588235294118,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2011,240000.0,2000.0,15999.0,11,21818.0,26400.0,16563.670588235294,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2013,135000.0,4800.0,34999.0,9,15000.0,12150.0,16675.99411764706,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
2012,167000.0,2200.0,21499.0,10,16700.0,16700.0,14079.73725490196,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
2016,74000.0,3000.0,32999.0,6,12333.0,4440.0,5745.708235294118,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
2016,97000.0,2200.0,34499.0,6,16167.0,5820.0,7873.889411764706,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
2018,45000.0,2200.0,43999.0,4,11250.0,1800.0,3105.8117647058825,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
2013,183000.0,4200.0,30999.0,9,20333.0,16470.0,20021.70705882353,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2016,86000.0,3000.0,52999.0,6,14333.0,5160.0,10724.503529411764,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
2016,93000.0,3000.0,46999.0,6,15500.0,5580.0,10284.48705882353,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
2014,88000.0,1800.0,12499.0,8,11000.0,7040.0,3450.70431372549,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
2018,32000.0,2000.0,37999.0,4,8000.0,1280.0,1907.4007843137256,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
2018,116000.0,2000.0,35999.0,4,29000.0,4640.0,6550.406274509804,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
2014,48000.0,2000.0,20499.0,8,6000.0,3840.0,3086.9082352941177,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2018,32000.0,2900.0,79999.0,4,8000.0,1280.0,4015.6360784313724,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2019,87000.0,3000.0,59999.0,3,29000.0,2610.0,6141.074117647059,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2018,41000.0,3000.0,52999.0,4,10250.0,1640.0,3408.563137254902,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2013,180500.0,3000.0,32999.0,9,20056.0,16245.0,21022.304117647058,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2017,70000.0,2000.0,33999.0,5,14000.0,3500.0,4666.529411764706,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
2014,165000.0,4200.0,51999.0,8,20625.0,13200.0,26917.129411764705,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2015,155000.0,2000.0,21999.0,7,22143.0,10850.0,9360.358823529412,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2017,61000.0,2000.0,36999.0,5,12200.0,3050.0,4425.370588235294,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
2014,151000.0,3000.0,22999.0,8,18875.0,12080.0,10895.212549019609,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
2018,53000.0,3000.0,79999.0,4,13250.0,2120.0,6650.897254901961,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
2017,70000.0,2000.0,29999.0,5,14000.0,3500.0,4117.509803921569,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
2016,161000.0,2000.0,17999.0,6,26833.0,9660.0,6818.4447058823525,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
2014,176000.0,2143.0,18999.0,8,22000.0,14080.0,10490.428235294117,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
2016,128000.0,2500.0,19999.0,6,21333.0,7680.0,6023.228235294117,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
2017,93000.0,2000.0,26999.0,5,18600.0,4650.0,4923.34705882353,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
2018,60000.0,3000.0,91999.0,4,15000.0,2400.0,8658.729411764705,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
2018,32000.0,3000.0,62999.0,4,8000.0,1280.0,3162.3027450980394,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2015,130000.0,4200.0,52999.0,7,18571.0,9100.0,18913.368627450982,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
2014,230000.0,1500.0,6899.0,8,28750.0,18400.0,4978.101960784314,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
2008,180000.0,2400.0,8999.0,14,12857.0,25200.0,8893.129411764707,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
2013,100000.0,3000.0,32999.0,9,11111.0,9000.0,11646.70588235294,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
2002,212400.0,1781.0,3600.0,20,10620.0,42480.0,5997.176470588235,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
2014,63000.0,1200.0,8900.0,8,7875.0,5040.0,1759.0588235294117,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
2008,174000.0,4700.0,21500.0,14,12429.0,24360.0,20538.823529411766,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
2015,261500.0,2500.0,18800.0,7,37357.0,18305.0,13495.450980392157,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
2002,241642.0,2000.0,2500.0,20,12082.0,48328.4,4738.078431372549,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
2019,70000.0,1500.0,13200.0,3,23333.0,2100.0,1087.0588235294117,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2015,90000.0,1500.0,8500.0,7,12857.0,6300.0,2100.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
2015,82000.0,1500.0,8200.0,7,11714.0,5740.0,1845.8039215686274,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
2007,195000.0,3000.0,12700.0,15,13000.0,29250.0,14567.64705882353,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2014,183000.0,2000.0,10000.0,8,22875.0,14640.0,5741.176470588235,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2008,220000.0,2500.0,8500.0,14,15714.0,30800.0,10266.666666666666,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
2008,180000.0,1200.0,2800.0,14,12857.0,25200.0,2767.0588235294117,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2012,144000.0,2000.0,12200.0,10,14400.0,14400.0,6889.411764705882,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2010,97200.0,4598.0,35500.0,12,8100.0,11664.0,16238.117647058823,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
2008,193000.0,3000.0,14999.0,14,13786.0,27020.0,15893.058039215686,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
2007,152000.0,1800.0,5800.0,15,10133.0,22800.0,5185.882352941177,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0
2014,145000.0,1400.0,8800.0,8,18125.0,11600.0,4003.1372549019607,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
2002,304000.0,1800.0,2750.0,20,15200.0,60800.0,6556.862745098039,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
2012,210000.0,1400.0,6599.0,10,21000.0,21000.0,5434.470588235294,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
2019,42000.0,1460.0,24600.0,3,14000.0,1260.0,1215.5294117647059,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
1989,103000.0,1500.0,699.0,33,3121.0,33990.0,931.7258823529412,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0
2002,360099.0,2200.0,3500.0,20,18005.0,72019.8,9885.070588235294,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
2012,167000.0,2500.0,15300.0,10,16700.0,16700.0,10020.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
2015,173000.0,2500.0,21600.0,7,24714.0,12110.0,10257.882352941177,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
2000,21875.0,1500.0,20000.0,22,994.0,4812.5,3774.5098039215686,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0
2012,190000.0,1800.0,11500.0,10,19000.0,19000.0,8568.627450980392,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2011,236000.0,1400.0,5500.0,11,21455.0,25960.0,5599.21568627451,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
1994,22222.0,2000.0,1700.0,28,794.0,6222.16,414.8106666666667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0
2006,300000.0,2000.0,4150.0,16,18750.0,48000.0,7811.764705882353,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1993,380000.0,2000.0,3300.0,29,13103.0,110200.0,14261.176470588236,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
2017,149893.0,1500.0,14500.0,5,29979.0,7494.65,4261.663725490196,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2015,145000.0,2500.0,25500.0,7,20714.0,10150.0,10150.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1997,215000.0,1997.0,3000.0,25,8600.0,53750.0,6323.529411764706,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0
1997,332300.0,1997.0,1900.0,25,13292.0,83075.0,6189.901960784314,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
2002,338000.0,1800.0,3100.0,20,16900.0,67600.0,8218.039215686274,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
2004,161000.0,2200.0,4999.0,18,8944.0,28980.0,5681.216470588235,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
2007,320000.0,2000.0,7000.0,15,21333.0,48000.0,13176.470588235294,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
1995,335000.0,2500.0,4300.0,27,12407.0,90450.0,15252.35294117647,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0
2008,130000.0,800.0,2300.0,14,9286.0,18200.0,1641.5686274509803,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0
2006,123486.0,3000.0,10000.0,16,7718.0,19757.76,7748.141176470587,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
1999,123456.0,2500.0,2000.0,23,5368.0,28394.88,2227.049411764706,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0
1993,123456.0,1900.0,1500.0,29,4257.0,35802.24,2106.014117647059,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0
2003,123456.0,2400.0,2500.0,19,6498.0,23456.64,2299.670588235294,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0
2002,280000.0,1600.0,2700.0,20,14000.0,56000.0,5929.411764705882,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2006,170000.0,3500.0,7000.0,16,10625.0,27200.0,7466.666666666667,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
2014,170000.0,1400.0,5400.0,8,21250.0,13600.0,2880.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1999,50000.0,1300.0,10000.0,23,2174.0,11500.0,4509.803921568628,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0
1990,111111.0,200.0,2200.0,32,3472.0,35555.52,3067.535058823529,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
2014,136000.0,4500.0,45000.0,8,17000.0,10880.0,19200.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
2015,70000.0,1600.0,7950.0,7,10000.0,4900.0,1527.6470588235295,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
2008,200000.0,1400.0,4250.0,14,14286.0,28000.0,4666.666666666667,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
2011,195000.0,1200.0,4800.0,11,17727.0,21450.0,4037.6470588235293,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
2006,207000.0,1900.0,1350.0,16,12938.0,33120.0,1753.4117647058824,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0
2012,235000.0,2200.0,10200.0,10,23500.0,23500.0,9400.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2014,225000.0,2000.0,12900.0,8,28125.0,18000.0,9105.882352941177,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
2006,120000.0,1568.0,1400.0,16,7500.0,19200.0,1054.1176470588234,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0
2007,200000.0,1390.0,5000.0,15,13333.0,30000.0,5882.35294117647,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
2013,97000.0,2000.0,16199.0,9,10778.0,8730.0,5545.775294117647,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2001,300000.0,3500.0,2700.0,21,14286.0,63000.0,6670.588235294118,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2005,2222.0,1800.0,4500.0,17,131.0,377.74,66.66,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
2013,152328.0,1400.0,7850.0,9,16925.0,13709.52,4220.381647058824,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
2007,220000.0,1800.0,2700.0,15,14667.0,33000.0,3494.1176470588234,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
2003,175000.0,1300.0,1700.0,19,9211.0,33250.0,2216.6666666666665,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
2008,136000.0,2200.0,4900.0,14,9714.0,19040.0,3658.6666666666665,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
2004,105000.0,1800.0,2200.0,18,5833.0,18900.0,1630.5882352941176,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2006,156000.0,2400.0,3300.0,16,9750.0,24960.0,3230.1176470588234,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0
2006,159000.0,1500.0,2550.0,16,9938.0,25440.0,2544.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
2014,185516.0,1500.0,7950.0,8,23190.0,14841.28,4626.987294117647,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2014,98000.0,2000.0,9200.0,8,12250.0,7840.0,2828.549019607843,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
2010,156000.0,2400.0,6700.0,12,13000.0,18720.0,4918.588235294118,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
2012,46000.0,1400.0,4400.0,10,4600.0,4600.0,793.7254901960785,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
1996,198000.0,1500.0,4000.0,26,7615.0,51480.0,8075.294117647059,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0
2014,45000.0,2000.0,12500.0,8,5625.0,3600.0,1764.7058823529412,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2007,125000.0,3500.0,7100.0,15,8333.0,18750.0,5220.588235294118,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0
2004,180000.0,1400.0,1400.0,18,10000.0,32400.0,1778.8235294117646,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
2014,125000.0,2000.0,7200.0,8,15625.0,10000.0,2823.529411764706,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
2009,58000.0,1000.0,2300.0,13,4462.0,7540.0,680.0784313725491,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
2011,132000.0,1200.0,4300.0,11,12000.0,14520.0,2448.470588235294,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2005,145000.0,1700.0,2200.0,17,8529.0,24650.0,2126.6666666666665,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2010,85000.0,1600.0,4900.0,12,7083.0,10200.0,1960.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2008,130000.0,1400.0,1555.0,14,9286.0,18200.0,1109.8431372549019,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
2016,89000.0,2500.0,13500.0,6,14833.0,5340.0,2827.0588235294117,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
2007,95000.0,1400.0,2350.0,15,6333.0,14250.0,1313.235294117647,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
2000,310000.0,2200.0,2950.0,22,14091.0,68200.0,7889.803921568628,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
2006,189000.0,3000.0,5200.0,16,11812.0,30240.0,6166.588235294118,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
2010,87000.0,2000.0,3550.0,12,7250.0,10440.0,1453.4117647058824,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
2006,89000.0,4400.0,7200.0,16,5562.0,14240.0,4020.705882352941,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
2008,138000.0,1500.0,2200.0,14,9857.0,19320.0,1666.8235294117646,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0
2016,68000.0,2200.0,11500.0,6,11333.0,4080.0,1840.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
2015,75000.0,1200.0,4600.0,7,10714.0,5250.0,947.0588235294117,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
2010,99000.0,1400.0,3900.0,12,8250.0,11880.0,1816.9411764705883,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
2009,125000.0,2000.0,4200.0,13,9615.0,16250.0,2676.470588235294,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0
2006,156000.0,1900.0,2700.0,16,9750.0,24960.0,2642.823529411765,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0
2013,145000.0,1400.0,6700.0,9,16111.0,13050.0,3428.823529411765,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
2008,223000.0,3000.0,7300.0,14,15929.0,31220.0,8937.490196078432,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
2008,132500.0,1600.0,2100.0,14,9464.0,18550.0,1527.6470588235295,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
2005,89000.0,2000.0,3100.0,17,5235.0,15130.0,1839.3333333333333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
2007,98000.0,1400.0,2600.0,15,6533.0,14700.0,1498.8235294117646,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
2015,25000.0,1600.0,7200.0,7,3571.0,1750.0,494.11764705882354,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
2016,75000.0,2400.0,10500.0,6,12500.0,4500.0,1852.9411764705883,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2005,230000.0,2500.0,7800.0,17,13529.0,39100.0,11960.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
